,0,1,2,3,4,5,6,7,8,9
3123,20,20,16,14,7,15,18,25,24,24
3141,48,57,50,35,28,19,19,11,18,18
3159,27,25,20,16,19,32,20,28,24,30
3177,27,27,20,22,23,28,27,33,39,39
3195,58,66,73,72,61,45,26,30,27,35
3213,46,48,56,48,43,38,40,38,41,36
3231,34,21,20,20,24,24,17,18,13,17
3249,39,31,30,17,25,23,29,30,22,17
3267,27,27,21,25,21,22,23,21,19,15
3285,22,19,24,28,24,24,17,27,20,25
3303,8,6,11,11,9,15,17,22,18,28
3321,19,13,13,6,7,16,23,21,17,18
3339,26,26,26,32,37,32,36,26,31,25
3357,15,18,13,11,14,11,20,19,17,7
3375,21,23,20,19,29,33,30,32,18,25
3393,19,12,18,23,29,16,11,5,4,2
3411,7,6,3,4,2,4,4,11,8,15
3429,16,15,23,17,15,14,15,11,20,16
3447,19,15,18,15,25,23,29,25,21,14
3465,30,34,36,35,38,45,56,56,43,35
3483,21,17,32,43,40,48,42,49,37,41
3501,40,39,43,45,58,47,54,44,56,53
3519,25,21,21,31,27,27,24,24,20,14
3537,35,38,31,40,35,37,27,23,25,22
3555,44,47,40,39,30,32,24,27,27,28
3573,32,39,40,44,42,49,58,65,54,46
3591,54,49,45,46,53,52,53,46,35,27
3609,60,53,59,46,44,29,27,26,27,35
3627,16,10,13,15,13,13,5,7,5,16
3645,34,38,37,31,26,25,18,13,16,19
3663,23,24,23,23,17,12,9,10,11,12
3681,38,37,40,50,51,41,28,21,20,21
3699,18,20,19,26,23,28,26,29,24,23
3717,35,37,38,27,21,18,15,22,25,29
3735,44,64,94,88,70,71,81,83,63,53
3753,9,5,8,4,11,6,6,0,5,6
3771,18,21,32,33,21,13,1,4,5,14
3789,47,44,39,32,17,19,27,41,45,41
3807,0,6,18,30,30,18,11,10,21,17
3825,8,14,16,26,33,33,37,26,21,18
3843,11,9,6,3,3,13,19,15,4,7
3861,2,14,34,54,69,66,59,36,33,18
3879,11,16,18,18,18,-1,-1,-1,-1,-1
3897,0,15,19,19,19,12,3,6,11,11
3915,14,18,22,22,21,21,19,14,7,6
3933,23,49,71,69,38,9,9,14,20,18
3951,13,25,26,26,25,34,39,38,33,24
3969,4,4,1,18,30,33,15,10,10,16
3987,22,16,12,4,13,13,17,7,5,4
4005,37,28,32,38,36,35,27,24,21,26
4023,0,0,0,10,18,18,18,18,18,18
4041,7,12,13,11,18,28,33,37,30,19
4059,10,16,15,16,22,25,27,18,19,12
4077,29,29,34,35,36,40,31,35,37,35
4095,-1,-1,7,12,15,25,37,36,34,22
4113,18,22,33,40,40,32,30,30,34,37
4131,16,20,30,24,32,33,40,24,15,7
4149,4,4,7,13,17,17,11,20,29,33
4167,1,12,26,39,46,48,51,43,34,33
4185,25,23,23,19,21,29,38,37,33,21
4203,32,31,47,55,66,70,66,66,70,70
4221,41,29,21,17,24,23,18,23,21,27
4239,21,10,8,16,28,37,39,36,36,31
4257,20,20,12,6,4,11,11,5,0,6
4275,23,29,31,31,36,31,31,34,39,36
4293,26,23,21,21,19,19,25,19,11,0
4311,4,1,1,7,24,37,49,37,28,17
9,37,36,45,42,49,45,44,41,30,24
27,50,53,43,43,45,46,32,16,19,22
45,29,32,36,34,45,40,41,23,29,23
63,63,62,55,56,67,78,83,90,75,85
81,72,64,73,57,57,53,70,70,60,68
99,59,62,59,61,50,60,62,62,50,45
117,78,62,61,47,54,57,59,61,43,39
135,36,35,36,36,32,33,33,34,21,15
153,7,20,20,20,18,18,22,15,11,1
171,19,23,20,18,15,16,10,6,11,22
189,46,36,36,29,32,33,30,40,36,46
207,20,19,24,25,14,16,22,23,18,6
225,23,18,29,38,43,44,48,47,36,25
243,8,10,6,4,7,14,20,17,14,13
261,10,4,13,14,18,20,25,24,14,15
279,20,30,41,38,34,27,26,27,22,28
297,22,16,20,16,34,32,27,17,22,24
315,50,81,90,109,109,105,102,106,107,92
333,62,50,57,66,72,77,72,75,72,69
351,-1,51,47,44,46,46,39,18,19,23
369,26,21,19,19,19,18,27,37,39,31
387,22,33,28,25,21,23,27,29,30,31
405,28,30,32,24,27,17,20,20,29,25
423,7,8,12,15,17,9,11,5,7,5
441,20,28,36,23,21,25,16,19,17,18
459,21,29,29,34,39,40,52,50,50,40
477,25,24,25,27,24,23,20,28,41,34
495,6,7,15,12,7,0,3,5,9,4
513,0,11,12,12,2,6,6,4,0,1
531,4,3,11,7,15,8,19,10,9,3
549,9,6,4,4,6,6,7,8,8,13
567,9,6,14,14,78,45,37,13,12,5
585,10,17,14,19,11,16,21,21,21,19
603,6,14,18,17,14,18,22,32,31,29
621,22,10,19,19,19,17,19,26,26,37
639,30,42,49,52,51,50,48,51,49,52
657,21,21,34,31,33,25,25,24,34,48
675,54,59,47,49,43,35,18,9,0,0
693,0,0,0,0,0,7,7,9,7,12
711,6,12,12,32,32,40,27,41,35,38
729,40,39,35,30,31,35,33,37,43,47
747,7,9,8,5,11,15,16,16,14,11
765,24,11,9,19,23,22,18,18,13,13
783,47,52,56,60,60,59,49,32,24,21
801,3,2,4,5,4,10,18,17,17,9
819,20,24,29,41,32,23,10,6,1,0
837,15,21,15,18,19,20,24,17,21,21
855,9,2,6,11,18,18,12,2,0,0
873,15,13,8,6,11,14,19,14,10,6
891,36,51,70,86,86,74,70,77,85,78
909,61,69,66,66,73,71,60,44,45,44
927,28,31,47,69,97,98,94,85,68,49
945,6,6,3,1,0,0,0,5,10,10
963,42,48,39,37,28,36,41,36,24,19
981,47,52,62,59,59,61,68,69,57,49
999,67,67,62,61,60,54,61,61,61,47
1017,76,71,56,43,51,51,52,45,48,40
1035,51,44,42,48,50,44,40,45,44,43
1053,51,52,47,53,59,73,74,83,82,70
1071,21,21,27,31,31,31,31,34,27,34
1089,24,21,20,16,17,21,27,22,22,14
1107,24,29,33,38,41,36,41,33,37,31
1125,38,49,54,66,68,56,46,32,36,33
1143,21,28,39,30,31,39,52,49,33,24
1161,66,58,44,35,36,37,45,44,47,42
1179,71,72,62,68,61,57,48,54,61,62
1197,5,14,16,14,4,8,14,16,14,11
1215,30,35,24,21,17,26,24,25,26,21
1233,22,26,26,44,39,38,28,24,27,26
1251,21,28,17,21,23,27,19,10,14,19
1269,55,46,39,39,39,41,32,34,34,39
1287,31,25,33,36,41,37,31,32,29,23
1305,30,25,31,27,31,19,16,12,22,24
1323,6,9,20,25,29,25,22,16,10,15
1341,56,55,-1,48,45,35,38,48,44,32
1359,42,46,44,38,43,48,49,50,42,38
1377,32,29,30,22,26,31,33,33,19,19
1395,24,23,28,39,35,34,19,23,21,22
1413,44,40,41,42,40,40,23,21,14,26
1431,24,19,19,16,22,35,47,52,40,37
1449,41,36,33,28,22,18,10,13,8,10
1467,28,31,34,36,25,12,4,6,11,18
1485,60,57,51,42,36,32,23,28,20,24
1503,36,33,24,19,25,26,38,29,30,16
1521,-1,1,3,3,5,4,7,2,2,2
1539,15,9,3,14,13,10,-1,-1,-1,9
1557,9,9,15,15,9,19,17,24,19,21
1575,25,20,23,23,17,18,14,16,14,9
1593,24,32,57,59,57,39,27,26,38,42
1611,17,34,35,31,17,19,14,12,4,9
1629,10,10,9,7,19,27,37,26,12,9
1647,0,8,16,23,16,11,6,8,6,8
1665,7,7,4,5,14,14,7,0,6,6
1683,14,14,13,5,2,4,1,7,5,6
1701,8,2,2,0,6,6,5,0,0,0
1719,15,29,35,38,39,42,32,23,14,11
1737,2,10,24,27,29,16,18,9,20,18
1755,3,11,11,8,1,1,1,0,0,0
1773,2,7,7,4,3,6,9,5,12,9
1791,4,7,14,22,19,11,1,9,9,9
1809,32,37,37,38,37,41,35,32,27,32
1827,20,13,11,13,20,15,14,10,11,6
1845,6,14,15,9,1,0,4,6,15,13
1863,32,39,37,33,29,29,31,29,31,34
1881,11,11,11,11,3,8,15,20,22,14
1899,12,15,27,31,22,14,14,16,15,13
1917,11,18,19,12,4,0,4,6,9,13
1935,23,12,12,12,16,8,8,10,18,17
1953,5,4,7,10,12,11,14,11,14,13
1971,9,11,10,15,10,10,3,3,2,2
1989,16,6,4,5,11,8,6,11,9,12
2007,21,11,25,36,37,32,32,33,27,21
2025,27,35,45,62,56,44,31,20,21,9
2043,57,56,45,25,26,24,25,18,19,15
2061,22,14,11,7,9,17,20,16,9,1
2079,17,29,33,48,53,55,36,21,10,14
2097,5,4,6,6,4,0,14,16,16,2
2115,29,35,36,31,29,22,14,8,6,14
2133,32,29,28,17,13,14,20,17,14,7
2151,30,15,5,13,13,12,6,9,16,20
2169,45,30,9,24,23,19,1,6,18,16
2187,62,56,39,26,49,49,84,53,112,69
2205,27,26,27,27,20,13,37,63,42,26
2223,58,58,54,58,46,36,28,29,25,12
2241,53,67,63,63,63,21,9,17,15,22
2259,48,37,26,32,31,30,23,24,29,32
2277,23,29,29,15,14,7,16,14,13,4
2295,-1,-1,27,22,17,21,21,14,14,14
2313,41,47,44,41,51,51,57,36,23,18
2331,12,9,14,16,16,19,19,22,17,11
2349,14,20,16,22,13,14,13,13,16,5
2367,14,22,19,20,14,9,13,16,19,22
2385,25,17,11,6,7,9,12,14,11,16
2403,34,27,21,15,13,11,9,15,20,18
2421,16,14,12,6,11,15,12,13,13,21
2439,13,21,26,28,18,21,16,24,31,38
2457,48,43,35,28,22,18,14,24,24,25
2475,34,45,45,43,30,18,22,17,22,15
2493,15,13,15,15,16,21,24,25,24,27
2511,27,31,30,27,26,17,23,19,27,18
2529,29,31,26,33,38,38,32,28,33,29
2547,48,65,50,38,10,15,15,15,13,12
2565,22,15,22,16,23,22,19,7,0,2
2583,27,22,15,21,17,13,9,14,19,10
2601,0,6,11,15,14,7,5,4,2,6
2619,20,16,27,30,38,37,29,27,19,22
2637,37,35,35,22,13,15,11,22,17,15
2655,14,21,22,26,26,25,16,13,6,3
2673,22,24,23,16,6,7,7,11,8,8
2691,8,7,0,3,7,10,9,7,4,11
2709,16,11,7,3,3,4,1,2,0,0
2727,17,12,7,9,15,31,35,37,20,10
2745,1,2,14,12,13,8,9,9,3,15
2763,9,6,13,11,13,6,10,4,5,2
2781,11,23,25,21,20,19,16,19,18,27
2799,26,23,29,26,27,19,16,13,16,13
2817,25,33,34,29,26,25,36,31,27,18
2835,20,15,12,16,11,13,3,3,1,0
2853,12,10,7,19,23,22,12,15,11,8
2871,18,15,7,9,13,21,17,16,8,8
2889,7,11,10,21,25,22,18,20,25,25
2907,34,28,16,16,16,15,11,19,20,19
2925,26,22,27,20,17,13,13,12,10,7
2943,20,27,29,32,29,29,29,24,29,29
2961,35,34,24,25,12,12,10,16,18,18
2979,51,44,39,19,21,20,22,21,14,20
2997,11,22,25,33,30,36,39,37,28,24
3015,20,13,7,11,13,10,11,18,16,18
3033,20,23,21,22,18,19,22,12,11,10
3051,25,14,13,13,11,15,17,16,19,12
3069,39,27,29,23,18,25,15,23,19,26
3087,7,14,10,19,16,17,13,13,11,15
3105,8,4,9,10,11,16,13,16,9,9
3123,20,16,14,7,15,18,25,24,24,19
3141,57,50,35,28,19,19,11,18,18,27
3159,25,20,16,19,32,20,28,24,30,14
3177,27,20,22,23,28,27,33,39,39,38
3195,66,73,72,61,45,26,30,27,35,32
3213,48,56,48,43,38,40,38,41,36,36
3231,21,20,20,24,24,17,18,13,17,9
3249,31,30,17,25,23,29,30,22,17,8
3267,27,21,25,21,22,23,21,19,15,19
3285,19,24,28,24,24,17,27,20,25,23
3303,6,11,11,9,15,17,22,18,28,18
3321,13,13,6,7,16,23,21,17,18,22
3339,26,26,32,37,32,36,26,31,25,36
3357,18,13,11,14,11,20,19,17,7,6
3375,23,20,19,29,33,30,32,18,25,11
3393,12,18,23,29,16,11,5,4,2,2
3411,6,3,4,2,4,4,11,8,15,7
3429,15,23,17,15,14,15,11,20,16,25
3447,15,18,15,25,23,29,25,21,14,6
3465,34,36,35,38,45,56,56,43,35,26
3483,17,32,43,40,48,42,49,37,41,39
3501,39,43,45,58,47,54,44,56,53,58
3519,21,21,31,27,27,24,24,20,14,17
3537,38,31,40,35,37,27,23,25,22,17
3555,47,40,39,30,32,24,27,27,28,34
3573,39,40,44,42,49,58,65,54,46,33
3591,49,45,46,53,52,53,46,35,27,28
3609,53,59,46,44,29,27,26,27,35,35
3627,10,13,15,13,13,5,7,5,16,20
3645,38,37,31,26,25,18,13,16,19,23
3663,24,23,23,17,12,9,10,11,12,21
3681,37,40,50,51,41,28,21,20,21,21
3699,20,19,26,23,28,26,29,24,23,17
3717,37,38,27,21,18,15,22,25,29,24
3735,64,94,88,70,71,81,83,63,53,38
3753,5,8,4,11,6,6,0,5,6,10
3771,21,32,33,21,13,1,4,5,14,18
3789,44,39,32,17,19,27,41,45,41,40
3807,6,18,30,30,18,11,10,21,17,18
3825,14,16,26,33,33,37,26,21,18,24
3843,9,6,3,3,13,19,15,4,7,12
3861,14,34,54,69,66,59,36,33,18,11
3879,16,18,18,18,-1,-1,-1,-1,-1,-1
3897,15,19,19,19,12,3,6,11,11,8
3915,18,22,22,21,21,19,14,7,6,10
3933,49,71,69,38,9,9,14,20,18,13
3951,25,26,26,25,34,39,38,33,24,24
3969,4,1,18,30,33,15,10,10,16,20
3987,16,12,4,13,13,17,7,5,4,20
4005,28,32,38,36,35,27,24,21,26,34
4023,0,0,10,18,18,18,18,18,18,18
4041,12,13,11,18,28,33,37,30,19,7
4059,16,15,16,22,25,27,18,19,12,10
4077,29,34,35,36,40,31,35,37,35,34
4095,-1,7,12,15,25,37,36,34,22,13
4113,22,33,40,40,32,30,30,34,37,37
4131,20,30,24,32,33,40,24,15,7,16
4149,4,7,13,17,17,11,20,29,33,19
4167,12,26,39,46,48,51,43,34,33,36
4185,23,23,19,21,29,38,37,33,21,24
4203,31,47,55,66,70,66,66,70,70,59
4221,29,21,17,24,23,18,23,21,27,14
4239,10,8,16,28,37,39,36,36,31,26
4257,20,12,6,4,11,11,5,0,6,6
4275,29,31,31,36,31,31,34,39,36,24
4293,23,21,21,19,19,25,19,11,0,7
4311,1,1,7,24,37,49,37,28,17,24
9,36,45,42,49,45,44,41,30,24,13
27,53,43,43,45,46,32,16,19,22,26
45,32,36,34,45,40,41,23,29,23,37
63,62,55,56,67,78,83,90,75,85,82
81,64,73,57,57,53,70,70,60,68,66
99,62,59,61,50,60,62,62,50,45,43
117,62,61,47,54,57,59,61,43,39,38
135,35,36,36,32,33,33,34,21,15,13
153,20,20,20,18,18,22,15,11,1,1
171,23,20,18,15,16,10,6,11,22,28
189,36,36,29,32,33,30,40,36,46,41
207,19,24,25,14,16,22,23,18,6,9
225,18,29,38,43,44,48,47,36,25,23
243,10,6,4,7,14,20,17,14,13,9
261,4,13,14,18,20,25,24,14,15,22
279,30,41,38,34,27,26,27,22,28,29
297,16,20,16,34,32,27,17,22,24,17
315,81,90,109,109,105,102,106,107,92,80
333,50,57,66,72,77,72,75,72,69,62
351,51,47,44,46,46,39,18,19,23,34
369,21,19,19,19,18,27,37,39,31,25
387,33,28,25,21,23,27,29,30,31,29
405,30,32,24,27,17,20,20,29,25,25
423,8,12,15,17,9,11,5,7,5,9
441,28,36,23,21,25,16,19,17,18,12
459,29,29,34,39,40,52,50,50,40,43
477,24,25,27,24,23,20,28,41,34,39
495,7,15,12,7,0,3,5,9,4,8
513,11,12,12,2,6,6,4,0,1,0
531,3,11,7,15,8,19,10,9,3,3
549,6,4,4,6,6,7,8,8,13,4
567,6,14,14,78,45,37,13,12,5,11
585,17,14,19,11,16,21,21,21,19,19
603,14,18,17,14,18,22,32,31,29,25
621,10,19,19,19,17,19,26,26,37,38
639,42,49,52,51,50,48,51,49,52,46
657,21,34,31,33,25,25,24,34,48,62
675,59,47,49,43,35,18,9,0,0,1
693,0,0,0,0,7,7,9,7,12,23
711,12,12,32,32,40,27,41,35,38,34
729,39,35,30,31,35,33,37,43,47,51
747,9,8,5,11,15,16,16,14,11,3
765,11,9,19,23,22,18,18,13,13,21
783,52,56,60,60,59,49,32,24,21,34
801,2,4,5,4,10,18,17,17,9,13
819,24,29,41,32,23,10,6,1,0,1
837,21,15,18,19,20,24,17,21,21,29
855,2,6,11,18,18,12,2,0,0,0
873,13,8,6,11,14,19,14,10,6,10
891,51,70,86,86,74,70,77,85,78,68
909,69,66,66,73,71,60,44,45,44,49
927,31,47,69,97,98,94,85,68,49,16
945,6,3,1,0,0,0,5,10,10,8
963,48,39,37,28,36,41,36,24,19,34
981,52,62,59,59,61,68,69,57,49,45
999,67,62,61,60,54,61,61,61,47,45
1017,71,56,43,51,51,52,45,48,40,34
1035,44,42,48,50,44,40,45,44,43,34
1053,52,47,53,59,73,74,83,82,70,51
1071,21,27,31,31,31,31,34,27,34,32
1089,21,20,16,17,21,27,22,22,14,15
1107,29,33,38,41,36,41,33,37,31,39
1125,49,54,66,68,56,46,32,36,33,22
1143,28,39,30,31,39,52,49,33,24,24
1161,58,44,35,36,37,45,44,47,42,41
1179,72,62,68,61,57,48,54,61,62,58
1197,14,16,14,4,8,14,16,14,11,11
1215,35,24,21,17,26,24,25,26,21,16
1233,26,26,44,39,38,28,24,27,26,19
1251,28,17,21,23,27,19,10,14,19,26
1269,46,39,39,39,41,32,34,34,39,33
1287,25,33,36,41,37,31,32,29,23,25
1305,25,31,27,31,19,16,12,22,24,39
1323,9,20,25,29,25,22,16,10,15,22
1341,55,-1,48,45,35,38,48,44,32,17
1359,46,44,38,43,48,49,50,42,38,29
1377,29,30,22,26,31,33,33,19,19,20
1395,23,28,39,35,34,19,23,21,22,13
1413,40,41,42,40,40,23,21,14,26,21
1431,19,19,16,22,35,47,52,40,37,37
1449,36,33,28,22,18,10,13,8,10,4
1467,31,34,36,25,12,4,6,11,18,21
1485,57,51,42,36,32,23,28,20,24,19
1503,33,24,19,25,26,38,29,30,16,14
1521,1,3,3,5,4,7,2,2,2,2
1539,9,3,14,13,10,-1,-1,-1,9,9
1557,9,15,15,9,19,17,24,19,21,14
1575,20,23,23,17,18,14,16,14,9,6
1593,32,57,59,57,39,27,26,38,42,44
1611,34,35,31,17,19,14,12,4,9,11
1629,10,9,7,19,27,37,26,12,9,17
1647,8,16,23,16,11,6,8,6,8,9
1665,7,4,5,14,14,7,0,6,6,6
1683,14,13,5,2,4,1,7,5,6,6
1701,2,2,0,6,6,5,0,0,0,0
1719,29,35,38,39,42,32,23,14,11,5
1737,10,24,27,29,16,18,9,20,18,26
1755,11,11,8,1,1,1,0,0,0,0
1773,7,7,4,3,6,9,5,12,9,9
1791,7,14,22,19,11,1,9,9,9,0
1809,37,37,38,37,41,35,32,27,32,34
1827,13,11,13,20,15,14,10,11,6,6
1845,14,15,9,1,0,4,6,15,13,16
1863,39,37,33,29,29,31,29,31,34,33
1881,11,11,11,3,8,15,20,22,14,11
1899,15,27,31,22,14,14,16,15,13,14
1917,18,19,12,4,0,4,6,9,13,15
1935,12,12,12,16,8,8,10,18,17,16
1953,4,7,10,12,11,14,11,14,13,19
1971,11,10,15,10,10,3,3,2,2,2
1989,6,4,5,11,8,6,11,9,12,1
2007,11,25,36,37,32,32,33,27,21,32
2025,35,45,62,56,44,31,20,21,9,14
2043,56,45,25,26,24,25,18,19,15,16
2061,14,11,7,9,17,20,16,9,1,5
2079,29,33,48,53,55,36,21,10,14,15
2097,4,6,6,4,0,14,16,16,2,3
2115,35,36,31,29,22,14,8,6,14,10
2133,29,28,17,13,14,20,17,14,7,12
2151,15,5,13,13,12,6,9,16,20,19
2169,30,9,24,23,19,1,6,18,16,24
2187,56,39,26,49,49,84,53,112,69,80
2205,26,27,27,20,13,37,63,42,26,29
2223,58,54,58,46,36,28,29,25,12,6
2241,67,63,63,63,21,9,17,15,22,15
2259,37,26,32,31,30,23,24,29,32,40
2277,29,29,15,14,7,16,14,13,4,7
2295,-1,27,22,17,21,21,14,14,14,14
2313,47,44,41,51,51,57,36,23,18,16
2331,9,14,16,16,19,19,22,17,11,5
2349,20,16,22,13,14,13,13,16,5,5
2367,22,19,20,14,9,13,16,19,22,17
2385,17,11,6,7,9,12,14,11,16,11
2403,27,21,15,13,11,9,15,20,18,16
2421,14,12,6,11,15,12,13,13,21,18
2439,21,26,28,18,21,16,24,31,38,24
2457,43,35,28,22,18,14,24,24,25,26
2475,45,45,43,30,18,22,17,22,15,16
2493,13,15,15,16,21,24,25,24,27,27
2511,31,30,27,26,17,23,19,27,18,30
2529,31,26,33,38,38,32,28,33,29,25
2547,65,50,38,10,15,15,15,13,12,22
2565,15,22,16,23,22,19,7,0,2,5
2583,22,15,21,17,13,9,14,19,10,10
2601,6,11,15,14,7,5,4,2,6,4
2619,16,27,30,38,37,29,27,19,22,22
2637,35,35,22,13,15,11,22,17,15,5
2655,21,22,26,26,25,16,13,6,3,4
2673,24,23,16,6,7,7,11,8,8,6
2691,7,0,3,7,10,9,7,4,11,11
2709,11,7,3,3,4,1,2,0,0,3
2727,12,7,9,15,31,35,37,20,10,4
2745,2,14,12,13,8,9,9,3,15,11
2763,6,13,11,13,6,10,4,5,2,2
2781,23,25,21,20,19,16,19,18,27,15
2799,23,29,26,27,19,16,13,16,13,16
2817,33,34,29,26,25,36,31,27,18,14
2835,15,12,16,11,13,3,3,1,0,0
2853,10,7,19,23,22,12,15,11,8,3
2871,15,7,9,13,21,17,16,8,8,3
2889,11,10,21,25,22,18,20,25,25,16
2907,28,16,16,16,15,11,19,20,19,20
2925,22,27,20,17,13,13,12,10,7,9
2943,27,29,32,29,29,29,24,29,29,31
2961,34,24,25,12,12,10,16,18,18,22
2979,44,39,19,21,20,22,21,14,20,20
2997,22,25,33,30,36,39,37,28,24,24
3015,13,7,11,13,10,11,18,16,18,11
3033,23,21,22,18,19,22,12,11,10,8
3051,14,13,13,11,15,17,16,19,12,16
3069,27,29,23,18,25,15,23,19,26,23
3087,14,10,19,16,17,13,13,11,15,9
3105,4,9,10,11,16,13,16,9,9,7
3123,16,14,7,15,18,25,24,24,19,13
3141,50,35,28,19,19,11,18,18,27,22
3159,20,16,19,32,20,28,24,30,14,18
3177,20,22,23,28,27,33,39,39,38,32
3195,73,72,61,45,26,30,27,35,32,31
3213,56,48,43,38,40,38,41,36,36,32
3231,20,20,24,24,17,18,13,17,9,4
3249,30,17,25,23,29,30,22,17,8,12
3267,21,25,21,22,23,21,19,15,19,17
3285,24,28,24,24,17,27,20,25,23,25
3303,11,11,9,15,17,22,18,28,18,11
3321,13,6,7,16,23,21,17,18,22,25
3339,26,32,37,32,36,26,31,25,36,33
3357,13,11,14,11,20,19,17,7,6,13
3375,20,19,29,33,30,32,18,25,11,14
3393,18,23,29,16,11,5,4,2,2,2
3411,3,4,2,4,4,11,8,15,7,13
3429,23,17,15,14,15,11,20,16,25,15
3447,18,15,25,23,29,25,21,14,6,6
3465,36,35,38,45,56,56,43,35,26,21
3483,32,43,40,48,42,49,37,41,39,37
3501,43,45,58,47,54,44,56,53,58,43
3519,21,31,27,27,24,24,20,14,17,20
3537,31,40,35,37,27,23,25,22,17,6
3555,40,39,30,32,24,27,27,28,34,32
3573,40,44,42,49,58,65,54,46,33,30
3591,45,46,53,52,53,46,35,27,28,24
3609,59,46,44,29,27,26,27,35,35,41
3627,13,15,13,13,5,7,5,16,20,25
3645,37,31,26,25,18,13,16,19,23,14
3663,23,23,17,12,9,10,11,12,21,16
3681,40,50,51,41,28,21,20,21,21,20
3699,19,26,23,28,26,29,24,23,17,18
3717,38,27,21,18,15,22,25,29,24,24
3735,94,88,70,71,81,83,63,53,38,29
3753,8,4,11,6,6,0,5,6,10,4
3771,32,33,21,13,1,4,5,14,18,19
3789,39,32,17,19,27,41,45,41,40,28
3807,18,30,30,18,11,10,21,17,18,14
3825,16,26,33,33,37,26,21,18,24,20
3843,6,3,3,13,19,15,4,7,12,13
3861,34,54,69,66,59,36,33,18,11,0
3879,18,18,18,-1,-1,-1,-1,-1,-1,-1
3897,19,19,19,12,3,6,11,11,8,6
3915,22,22,21,21,19,14,7,6,10,14
3933,71,69,38,9,9,14,20,18,13,10
3951,26,26,25,34,39,38,33,24,24,24
3969,1,18,30,33,15,10,10,16,20,21
3987,12,4,13,13,17,7,5,4,20,19
4005,32,38,36,35,27,24,21,26,34,29
4023,0,10,18,18,18,18,18,18,18,18
4041,13,11,18,28,33,37,30,19,7,7
4059,15,16,22,25,27,18,19,12,10,6
4077,34,35,36,40,31,35,37,35,34,26
4095,7,12,15,25,37,36,34,22,13,4
4113,33,40,40,32,30,30,34,37,37,26
4131,30,24,32,33,40,24,15,7,16,19
4149,7,13,17,17,11,20,29,33,19,6
4167,26,39,46,48,51,43,34,33,36,28
4185,23,19,21,29,38,37,33,21,24,21
4203,47,55,66,70,66,66,70,70,59,53
4221,21,17,24,23,18,23,21,27,14,10
4239,8,16,28,37,39,36,36,31,26,19
4257,12,6,4,11,11,5,0,6,6,5
4275,31,31,36,31,31,34,39,36,24,23
4293,21,21,19,19,25,19,11,0,7,7
4311,1,7,24,37,49,37,28,17,24,29
